Food Database Name, Transcript Food Name, edit distance, word relative length, food word relative edit distance
horse,home,1.0,0.8,0.2
honey,money,1.0,1.0,0.2
dates,taste,1.0,1.0,0.2
round,sound,1.0,1.0,0.2
laver,layers,1.0,1.2,0.2
limes,time,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
pears,year,1.0,0.8,0.2
limes,times,1.0,1.0,0.2
horse,home,1.0,0.8,0.2
horse,home,1.0,0.8,0.2
horse,home,1.0,0.8,0.2
leeks,week,1.0,0.8,0.2
snack,back,1.0,0.8,0.2
goose,good,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
pears,year,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
horse,house,1.0,1.0,0.2
mince,mine,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
cress,sure,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
table,table>,1.0,1.2,0.2
moose,smoke,1.0,1.0,0.2
limes,time,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
horse,home,1.0,0.8,0.2
shake,cake,1.0,0.8,0.2
dates,rates,1.0,1.0,0.2
shake,cake,1.0,0.8,0.2
dates,rate,1.0,0.8,0.2
dates,rate,1.0,0.8,0.2
dates,rate,1.0,0.8,0.2
dates,rate,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
shake,cake,1.0,0.8,0.2
shake,cake,1.0,0.8,0.2
beets,sweets,1.0,1.2,0.2
beets,sweets,1.0,1.2,0.2
horse,share,1.0,1.0,0.2
shake,share,1.0,1.0,0.2
shark,share,1.0,1.0,0.2
leeks,week,1.0,0.8,0.2
leeks,week,1.0,0.8,0.2
leeks,week,1.0,0.8,0.2
shake,wake,1.0,0.8,0.2
salsa,class,1.0,1.0,0.2
limes,time,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
leeks,week,1.0,0.8,0.2
salsa,atlas,1.0,1.0,0.2
leeks,week,1.0,0.8,0.2
pears,year,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
goose,good,1.0,0.8,0.2
tomatoseed,tomatoes,2.0,0.8,0.2
tomatoseed,tomatoes,2.0,0.8,0.2
tomatoseed,tomatoes,2.0,0.8,0.2
salsa,salad,1.0,1.0,0.2
salsa,salads,1.0,1.2,0.2
limes,time,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
horse,home,1.0,0.8,0.2
peach,beach,1.0,1.0,0.2
leeks,week,1.0,0.8,0.2
leeks,week,1.0,0.8,0.2
whole beef,whole week,2.0,1.0,0.2
peach,beach,1.0,1.0,0.2
pears,year,1.0,0.8,0.2
mince,mine,1.0,0.8,0.2
salsa,salad,1.0,1.0,0.2
salsa,salad,1.0,1.0,0.2
beets,beers,1.0,1.0,0.2
beets,beers,1.0,1.0,0.2
basil,ball,1.0,0.8,0.2
bread,break,1.0,1.0,0.2
limes,time,1.0,0.8,0.2
smelt,meat,1.0,0.8,0.2
schar,cars,1.0,0.8,0.2
schar,cars,1.0,0.8,0.2
swiss,swim,1.0,0.8,0.2
swiss,swim,1.0,0.8,0.2
water,faster,1.0,1.2,0.2
seeds,feed,1.0,0.8,0.2
round,ground,1.0,1.2,0.2
smelt,meat,1.0,0.8,0.2
pears,year,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
salsa,glass,1.0,1.0,0.2
salsa,glass,1.0,1.0,0.2
salsa,salt,1.0,0.8,0.2
shark,park,1.0,0.8,0.2
whale,while,1.0,1.0,0.2
limes,slide,1.0,1.0,0.2
smelt,meat,1.0,0.8,0.2
smelt,meat,1.0,0.8,0.2
smelt,belt,1.0,0.8,0.2
spelt,belt,1.0,0.8,0.2
beets,belt,1.0,0.8,0.2
smelt,belt,1.0,0.8,0.2
spelt,belt,1.0,0.8,0.2
beets,belt,1.0,0.8,0.2
moose,move,1.0,0.8,0.2
smelt,meat,1.0,0.8,0.2
smelt,meat,1.0,0.8,0.2
shake,cakes,1.0,1.0,0.2
limes,time,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
sheep,help,1.0,0.8,0.2
juice,juice>,1.0,1.2,0.2
mince,mine,1.0,0.8,0.2
tomatoseed,tomatoes,2.0,0.8,0.2
stock,sticks,1.0,1.2,0.2
honey,money,1.0,1.0,0.2
honey,money,1.0,1.0,0.2
horse,holes,1.0,1.0,0.2
honey,money,1.0,1.0,0.2
honey,money,1.0,1.0,0.2
sheep,beep,1.0,0.8,0.2
sheep,beep,1.0,0.8,0.2
beets,beep,1.0,0.8,0.2
beets,beep,1.0,0.8,0.2
sheep,beep,1.0,0.8,0.2
sheep,beep,1.0,0.8,0.2
beets,beep,1.0,0.8,0.2
beets,beep,1.0,0.8,0.2
horse,horns,1.0,1.0,0.2
horse,horns,1.0,1.0,0.2
horse,house,1.0,1.0,0.2
shake,cake,1.0,0.8,0.2
dates,taste,1.0,1.0,0.2
stock,stick,1.0,1.0,0.2
limes,times,1.0,1.0,0.2
smelt,smell,1.0,1.0,0.2
smelt,smell,1.0,1.0,0.2
liver,river,1.0,1.0,0.2
shark,park,1.0,0.8,0.2
shark,park,1.0,0.8,0.2
horse,store,1.0,1.0,0.2
horse,home,1.0,0.8,0.2
horse,store,1.0,1.0,0.2
limes,time,1.0,0.8,0.2
horse,store,1.0,1.0,0.2
van's,can>,1.0,0.8,0.2
horse,home,1.0,0.8,0.2
beets,feet,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
shark,dark,1.0,0.8,0.2
horse,store,1.0,1.0,0.2
horse,sore,1.0,0.8,0.2
cress,sore,1.0,0.8,0.2
ice cream cones,ice cream too>,3.0,0.933,0.2
cream,cream>,1.0,1.2,0.2
horse,store,1.0,1.0,0.2
horse,store,1.0,1.0,0.2
horse,store,1.0,1.0,0.2
horse,store,1.0,1.0,0.2
horse,house,1.0,1.0,0.2
horse,shoe,1.0,0.8,0.2
horse,shoe,1.0,0.8,0.2
horse,shoes,1.0,1.0,0.2
horse,shoes,1.0,1.0,0.2
beets,feet,1.0,0.8,0.2
horse,shoes,1.0,1.0,0.2
beets,feet,1.0,0.8,0.2
beets,feet,1.0,0.8,0.2
beets,feet,1.0,0.8,0.2
horse,store,1.0,1.0,0.2
horse,holes,1.0,1.0,0.2
smelt,meat,1.0,0.8,0.2
smelt,meat,1.0,0.8,0.2
bacon,bacon],1.0,1.2,0.2
horse,home,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
stock,stick,1.0,1.0,0.2
beets,feet,1.0,0.8,0.2
sheep,help,1.0,0.8,0.2
sheep,help,1.0,0.8,0.2
sheep,help,1.0,0.8,0.2
salsa,salt,1.0,0.8,0.2
horse,house,1.0,1.0,0.2
leeks,week,1.0,0.8,0.2
horse,house,1.0,1.0,0.2
leeks,week,1.0,0.8,0.2
beets,feet,1.0,0.8,0.2
liver,live,1.0,0.8,0.2
limes,live,1.0,0.8,0.2
liver,live>,1.0,1.0,0.2
horse,house,1.0,1.0,0.2
dates,gates,1.0,1.0,0.2
limes,mime,1.0,0.8,0.2
moose,mood,1.0,0.8,0.2
moose,mood,1.0,0.8,0.2
snack,smack,1.0,1.0,0.2
goose,good,1.0,0.8,0.2
round,ground,1.0,1.2,0.2
cress,sure,1.0,0.8,0.2
pears,years,1.0,1.0,0.2
pears,years,1.0,1.0,0.2
pears,years,1.0,1.0,0.2
pears,years,1.0,1.0,0.2
whale,while,1.0,1.0,0.2
limes,time,1.0,0.8,0.2
goose,good,1.0,0.8,0.2
dates,taste,1.0,1.0,0.2
horse,house,1.0,1.0,0.2
smelt,meat,1.0,0.8,0.2
smelt,meat,1.0,0.8,0.2
smelt,meat,1.0,0.8,0.2
horse,store,1.0,1.0,0.2
nance,dance,1.0,1.0,0.2
honey,money,1.0,1.0,0.2
limes,time,1.0,0.8,0.2
snack,back,1.0,0.8,0.2
snack,back,1.0,0.8,0.2
snack,back,1.0,0.8,0.2
snack,back,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
papad,papa,1.0,0.8,0.2
pasta,papa,1.0,0.8,0.2
limes,lines,1.0,1.0,0.2
moose,goose,1.0,1.0,0.2
smelt,smells,1.0,1.2,0.2
limes,time,1.0,0.8,0.2
pears,ears,1.0,0.8,0.2
pears,ears,1.0,0.8,0.2
horse,home,1.0,0.8,0.2
limes,time,1.0,0.8,0.2
moose,move,1.0,0.8,0.2
moose,smoke,1.0,1.0,0.2
moose,move,1.0,0.8,0.2
bread,break,1.0,1.0,0.2
dates,taste,1.0,1.0,0.2
goose,good,1.0,0.8,0.2
leeks,week,1.0,0.8,0.2
horse,store,1.0,1.0,0.2
smelt,belt,1.0,0.8,0.2
spelt,belt,1.0,0.8,0.2
beets,belt,1.0,0.8,0.2
smelt,belt,1.0,0.8,0.2
spelt,belt,1.0,0.8,0.2
beets,belt,1.0,0.8,0.2
round,pounds,1.0,1.2,0.2
papad,papa's,1.0,1.2,0.2
breakfast bars,breakfast (.),3.0,0.929,0.214
ice cream cone,ice cream now>,3.0,1.0,0.214
boiled chicken,fried chicken,3.0,0.929,0.214
stewed chicken,fried chicken,3.0,0.929,0.214
frozen chicken,fried chicken,3.0,0.929,0.214
ice cream cone,ice cream too>,3.0,1.0,0.214
cone ice cream,<some ice cream>,3.0,1.143,0.214
ice cream sandwich,spice ham sandwich,4.0,1.0,0.222
jew's ear,few years,2.0,1.0,0.222
cranberry,strawberry,2.0,1.111,0.222
meat seal,eat eat,2.0,0.778,0.222
meat seal,eat eat,2.0,0.778,0.222
limburger,hamburgers,2.0,1.111,0.222
jackson's,bacon],2.0,0.667,0.222
breakfast bar,breakfast (.),3.0,1.0,0.231
chili peppers,*chi: pepper,3.0,0.923,0.231
mother's loaf,mother's house,3.0,1.077,0.231
finger snacks,fingernails,3.0,0.846,0.231
rice crackers,firecrackers,3.0,0.923,0.231
rice crackers,firecrackers,3.0,0.923,0.231
rice crackers,firecrackers,3.0,0.923,0.231
skin potatoes,(.) potatoes,3.0,0.923,0.231
ginger spices,ginger+ale,3.0,0.769,0.231
rice crackers,firecrackers,3.0,0.923,0.231
rice crackers,firecrackers,3.0,0.923,0.231
rice crackers,fire crackers>,3.0,1.077,0.231
milk crackers,fire crackers,3.0,1.0,0.231
milk crackers,fire crackers,3.0,1.0,0.231
rice crackers,fire crackers>,3.0,1.077,0.231
rice crackers,firecrackers,3.0,0.923,0.231
ice cream bar,ice cream bar[!],3.0,1.231,0.231
ice cream bar,ice cream (.),3.0,1.0,0.231
winter squash,winter coat,3.0,0.846,0.231
rice crackers,firecrackers,3.0,0.923,0.231
flan desserts,want dessert,3.0,0.923,0.231
fried chicken kfc,fried chicken,4.0,0.765,0.235
saltines crackers,fire crackers,4.0,0.765,0.235
saltines crackers,fire crackers,4.0,0.765,0.235
owl,bowl,1.0,1.333,0.25
tea,peas,1.0,1.333,0.25
ham,hums,1.0,1.333,0.25
gums,hums,1.0,1.0,0.25
beer,beef,1.0,1.0,0.25
tea,stew,1.0,1.333,0.25
rye,yes,1.0,1.0,0.25
shad,dad,1.0,0.75,0.25
rye,yes,1.0,1.0,0.25
dressing,crying,2.0,0.75,0.25
malt,salt,1.0,1.0,0.25
dumpling,mumbling,2.0,1.0,0.25
pike,bikes,1.0,1.25,0.25
pike,bikes,1.0,1.25,0.25
gums,yum,1.0,0.75,0.25
yam,yum,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
scup,cut,1.0,0.75,0.25
cusk,cut,1.0,0.75,0.25
nuts,cut,1.0,0.75,0.25
molasses,movie,2.0,0.625,0.25
molasses,movie,2.0,0.625,0.25
molasses,movie,2.0,0.625,0.25
molasses,movie,2.0,0.625,0.25
molasses,movie,2.0,0.625,0.25
soft,of>,1.0,0.75,0.25
molasses,movie,2.0,0.625,0.25
ling,sings,1.0,1.25,0.25
molasses,movie,2.0,0.625,0.25
roasting,reading,2.0,0.875,0.25
muenster,center,2.0,0.75,0.25
hard,share,1.0,1.25,0.25
cake,coke,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
figs,fib,1.0,0.75,0.25
fish,fib,1.0,0.75,0.25
rice,ride,1.0,1.0,0.25
dock,socks,1.0,1.25,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
pike,bike,1.0,1.0,0.25
poi,pots,1.0,1.333,0.25
mush,huh,1.0,0.75,0.25
cod,god,1.0,1.0,0.25
flan,flag,1.0,1.0,0.25
bear,hear,1.0,1.0,0.25
bear,hear,1.0,1.0,0.25
flan,flag,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
eel,e@l,1.0,1.0,0.25
seal,e@l,1.0,0.75,0.25
eel,e@l,1.0,1.0,0.25
seal,e@l,1.0,0.75,0.25
oil,o@l,1.0,1.0,0.25
owl,o@l,1.0,1.0,0.25
oil,o@l,1.0,1.0,0.25
owl,o@l,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
teff,stuff,1.0,1.25,0.25
teff,stuff,1.0,1.25,0.25
teff,stuff,1.0,1.25,0.25
teff,stuff,1.0,1.25,0.25
teff,stuff,1.0,1.25,0.25
teff,stuff,1.0,1.25,0.25
whey,hey,1.0,0.75,0.25
chocolate syrups,chocolate (.),4.0,0.813,0.25
chocolate syrups,chocolate (.),4.0,0.813,0.25
teff,stuff,1.0,1.25,0.25
pink,spin,1.0,1.0,0.25
pie,spin,1.0,1.333,0.25
mush,huh,1.0,0.75,0.25
pace,place,1.0,1.25,0.25
whey,hey,1.0,0.75,0.25
whey,hey,1.0,0.75,0.25
whey,hey,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
eel,see,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
spot,lots,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
rye,yes,1.0,1.0,0.25
cod,god,1.0,1.0,0.25
cod,god,1.0,1.0,0.25
cod,god,1.0,1.0,0.25
cod,god,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
carp,care,1.0,1.0,0.25
cake,care,1.0,1.0,0.25
pork,fork,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
root,room,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
owl,bowl,1.0,1.333,0.25
scup,soup,1.0,1.0,0.25
scup,soup,1.0,1.0,0.25
owl,bowl,1.0,1.333,0.25
fat,fan,1.0,1.0,0.25
flan,fan,1.0,0.75,0.25
fat,fan,1.0,1.0,0.25
flan,fan,1.0,0.75,0.25
fat,fan,1.0,1.0,0.25
flan,fan,1.0,0.75,0.25
rye,yes,1.0,1.0,0.25
roasting,eating,2.0,0.75,0.25
tart,part,1.0,1.0,0.25
taquitos,mosquito,2.0,1.0,0.25
taro,start,1.0,1.25,0.25
shad,hands,1.0,1.25,0.25
hard,hands,1.0,1.25,0.25
mush,push,1.0,1.0,0.25
masa,man,1.0,0.75,0.25
fan,man,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,<eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
spot,hot,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
milk,milk>,1.0,1.25,0.25
pork,park,1.0,1.0,0.25
stomach pork,stomach hurts,3.0,1.083,0.25
mush,huh,1.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
milk,milk>,1.0,1.25,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
carp,car,1.0,0.75,0.25
teff,stuff,1.0,1.25,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
carp,car,1.0,0.75,0.25
whey,hey,1.0,0.75,0.25
eel,see,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
roasting,eating,2.0,0.75,0.25
root,room,1.0,1.0,0.25
carp,car,1.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
dock,rock,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
masa,man,1.0,0.75,0.25
fan,man,1.0,1.0,0.25
mother's,brother's,2.0,1.125,0.25
masa,man,1.0,0.75,0.25
fan,man,1.0,1.0,0.25
root,room,1.0,1.0,0.25
mace,face,1.0,1.0,0.25
pace,face,1.0,1.0,0.25
mace,face,1.0,1.0,0.25
pace,face,1.0,1.0,0.25
radishes,radio,2.0,0.625,0.25
pork,work,1.0,1.0,0.25
duck,bucks,1.0,1.25,0.25
duck,bucks,1.0,1.25,0.25
parsnips,parties,2.0,0.875,0.25
mush,huh,1.0,0.75,0.25
parsnips,parties,2.0,0.875,0.25
mother's,father's,2.0,1.0,0.25
milk,milk>,1.0,1.25,0.25
puddings,kidding,2.0,0.875,0.25
milk dessert,milk don't,3.0,0.833,0.25
dry milk,gross milk,2.0,1.25,0.25
pate,taste,1.0,1.25,0.25
bass,ass,1.0,0.75,0.25
root,boot,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
pike,pie,1.0,0.75,0.25
mace,face,1.0,1.0,0.25
pace,face,1.0,1.0,0.25
swiss cheese,xxx cheese,3.0,0.833,0.25
lard,lord,1.0,1.0,0.25
lard,lord,1.0,1.0,0.25
eel,seed,1.0,1.333,0.25
scrapple,apple,2.0,0.625,0.25
eel,seed,1.0,1.333,0.25
scrapple,apple,2.0,0.625,0.25
lard,lord,1.0,1.0,0.25
lard,lord,1.0,1.0,0.25
dressing,dreaming,2.0,1.0,0.25
dressing,dreaming,2.0,1.0,0.25
dip,die,1.0,1.0,0.25
pie,die,1.0,1.0,0.25
pate,plate,1.0,1.25,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
pate,plate,1.0,1.25,0.25
pate,plate,1.0,1.25,0.25
pate,plate,1.0,1.25,0.25
pate,plate,1.0,1.25,0.25
rye,yes,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
kelp,help,1.0,1.0,0.25
welsh onions,want onions,3.0,0.917,0.25
roasting,eating,2.0,0.75,0.25
mush,huh,1.0,0.75,0.25
rye,yes,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
dip,sips,1.0,1.333,0.25
owl,ow,1.0,0.667,0.25
lard,lord,1.0,1.0,0.25
eel,see,1.0,1.0,0.25
owl,ow,1.0,0.667,0.25
eel,see,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
cod,cold,1.0,1.333,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
cusk,cups,1.0,1.0,0.25
soup,cups,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
cod,cold,1.0,1.333,0.25
spot,hot,1.0,0.75,0.25
cod,cold,1.0,1.333,0.25
cod,cold,1.0,1.333,0.25
dock,rock,1.0,1.0,0.25
dock,rock,1.0,1.0,0.25
dock,rock,1.0,1.0,0.25
eel,see,1.0,1.0,0.25
dock,rock,1.0,1.0,0.25
bass,bag,1.0,0.75,0.25
bass,bag,1.0,0.75,0.25
bass,bag,1.0,0.75,0.25
bass,bag,1.0,0.75,0.25
bass,bags,1.0,1.0,0.25
bass,bag,1.0,0.75,0.25
bass,bag,1.0,0.75,0.25
bear,years,1.0,1.25,0.25
bear,years,1.0,1.25,0.25
meat,meet,1.0,1.0,0.25
stew,steps,1.0,1.25,0.25
feet,meet,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
rye,yes,1.0,1.0,0.25
spot,lot,1.0,0.75,0.25
oats,coat,1.0,1.0,0.25
oat,coat,1.0,1.333,0.25
goat,coat,1.0,1.0,0.25
rye,bye,1.0,1.0,0.25
roasting,beating,2.0,0.875,0.25
mush,huh,1.0,0.75,0.25
rye,yes,1.0,1.0,0.25
kale,tales,1.0,1.25,0.25
dock,duck,1.0,1.0,0.25
kale,tales,1.0,1.25,0.25
dock,duck,1.0,1.0,0.25
oil,o@l,1.0,1.0,0.25
owl,o@l,1.0,1.0,0.25
oil,o@l,1.0,1.0,0.25
owl,o@l,1.0,1.0,0.25
cod,cold,1.0,1.333,0.25
mace,face,1.0,1.0,0.25
pace,face,1.0,1.0,0.25
shad,hands,1.0,1.25,0.25
hard,hands,1.0,1.25,0.25
eel,see,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
spot,lot,1.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
teff,stuff,1.0,1.25,0.25
fat,eat,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
whey,hey,1.0,0.75,0.25
stomach pork,stomach hurts,3.0,1.083,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,fast,1.0,1.0,0.25
oat,fast,1.0,1.333,0.25
fan,fast,1.0,1.333,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
duck,yuck,1.0,1.0,0.25
eel,see,1.0,1.0,0.25
eel,see,1.0,1.0,0.25
rice,ice,1.0,0.75,0.25
rice,ice,1.0,0.75,0.25
eel,see,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
masa,man,1.0,0.75,0.25
fan,man,1.0,1.0,0.25
figs,fish,1.0,1.0,0.25
figs,fish,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
oats,<at,1.0,0.75,0.25
oat,<at,1.0,1.0,0.25
fat,<at,1.0,1.0,0.25
meat,beat,1.0,1.0,0.25
bear,beat,1.0,1.0,0.25
meat,beat,1.0,1.0,0.25
bear,beat,1.0,1.0,0.25
carp,care,1.0,1.0,0.25
cake,care,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
feet,feels,1.0,1.25,0.25
fat,fan,1.0,1.0,0.25
flan,fan,1.0,0.75,0.25
rye,yes,1.0,1.0,0.25
veal,meal,1.0,1.0,0.25
meat,meal,1.0,1.0,0.25
seal,meal,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
stew,news,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
pork,work,1.0,1.0,0.25
pork,work,1.0,1.0,0.25
carp,care,1.0,1.0,0.25
cake,care,1.0,1.0,0.25
spot,lot,1.0,0.75,0.25
cake,cape,1.0,1.0,0.25
oats,out,1.0,0.75,0.25
