Food Database Name, Transcript Food Name, edit distance, word relative length, food word relative edit distance
pout,out,1.0,0.75,0.25
nuts,out,1.0,0.75,0.25
oat,out,1.0,1.0,0.25
soup,out,1.0,0.75,0.25
soft,out,1.0,0.75,0.25
milk,smile,1.0,1.25,0.25
whey,hey,1.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
shad,hand,1.0,1.0,0.25
hard,hand,1.0,1.0,0.25
shad,hand,1.0,1.0,0.25
root,robot,1.0,1.25,0.25
hard,hand,1.0,1.0,0.25
shad,hand,1.0,1.0,0.25
root,robot,1.0,1.25,0.25
hard,hand,1.0,1.0,0.25
shad,hand,1.0,1.0,0.25
root,robot,1.0,1.25,0.25
hard,hand,1.0,1.0,0.25
shad,hand,1.0,1.0,0.25
hard,hand,1.0,1.0,0.25
shad,hand,1.0,1.0,0.25
hard,hand,1.0,1.0,0.25
shad,hand,1.0,1.0,0.25
hard,hand,1.0,1.0,0.25
eel,see,1.0,1.0,0.25
mother's,bothers,2.0,0.875,0.25
scup,yup,1.0,0.75,0.25
soup,yup,1.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
duck,yuck,1.0,1.0,0.25
gums,gun,1.0,0.75,0.25
gums,gun,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
gums,guy,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
eel,see,1.0,1.0,0.25
soup,ours,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
shad,hand,1.0,1.0,0.25
hard,hand,1.0,1.0,0.25
cusk,cups,1.0,1.0,0.25
soup,cups,1.0,1.0,0.25
scup,<cups,1.0,1.25,0.25
cusk,cups,1.0,1.0,0.25
soup,cups,1.0,1.0,0.25
oats,sort,1.0,1.0,0.25
oat,sort,1.0,1.333,0.25
soft,sort,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
stew,ten,1.0,0.75,0.25
tea,ten,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
tea,peas,1.0,1.333,0.25
pate,plate,1.0,1.25,0.25
whey,hey,1.0,0.75,0.25
rye,yes,1.0,1.0,0.25
spot,spit,1.0,1.0,0.25
pie,spit,1.0,1.333,0.25
pate,plate,1.0,1.25,0.25
stew,ten,1.0,0.75,0.25
tea,ten,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
soft,of>,1.0,0.75,0.25
pate,plate,1.0,1.25,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
pate,taste,1.0,1.25,0.25
pate,taste,1.0,1.25,0.25
oats,sort,1.0,1.0,0.25
oat,sort,1.0,1.333,0.25
soft,sort,1.0,1.0,0.25
ling,line,1.0,1.0,0.25
chocolate syrups,chocolate cake,4.0,0.875,0.25
chocolate syrups,chocolate cake,4.0,0.875,0.25
chocolate syrups,chocolate cake,4.0,0.875,0.25
chocolate syrups,chocolate [?],4.0,0.813,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
teff,stuff,1.0,1.25,0.25
owl,ow,1.0,0.667,0.25
rye,yes,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
taro,start,1.0,1.25,0.25
taro,start,1.0,1.25,0.25
mush,huh,1.0,0.75,0.25
gums,guess,1.0,1.25,0.25
cusk,cup,1.0,0.75,0.25
soup,cup,1.0,0.75,0.25
cusk,cup,1.0,0.75,0.25
soup,cup,1.0,0.75,0.25
pike,bike,1.0,1.0,0.25
pike,bike,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
pike,bike,1.0,1.0,0.25
pike,bike,1.0,1.0,0.25
pike,bike,1.0,1.0,0.25
carp,care,1.0,1.0,0.25
cake,care,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
scup,cap,1.0,0.75,0.25
carp,cap,1.0,0.75,0.25
gums,gun,1.0,0.75,0.25
snap,cap,1.0,0.75,0.25
gums,gun,1.0,0.75,0.25
roasting,eating,2.0,0.75,0.25
scup,cap,1.0,0.75,0.25
carp,cap,1.0,0.75,0.25
root,shoot,1.0,1.25,0.25
snap,cap,1.0,0.75,0.25
owl,ow,1.0,0.667,0.25
soup,oops,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
c snacks,<back,2.0,0.625,0.25
pork,park,1.0,1.0,0.25
pink,pick,1.0,1.0,0.25
rice,ride,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
teff,stuff,1.0,1.25,0.25
shiitake,mistake,2.0,0.875,0.25
root,shoot,1.0,1.25,0.25
miso,mix,1.0,0.75,0.25
pate,plate,1.0,1.25,0.25
rye,bye,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
rye,yes,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
figs,fit,1.0,0.75,0.25
fish,fit,1.0,0.75,0.25
fat,fit,1.0,1.0,0.25
owl,bowl,1.0,1.333,0.25
cucumber,cucum(ber),2.0,1.25,0.25
potatoes,tomatoes,2.0,1.0,0.25
gums,yum,1.0,0.75,0.25
gums,yum,1.0,0.75,0.25
yam,yum,1.0,1.0,0.25
yam,yum,1.0,1.0,0.25
shad,hands,1.0,1.25,0.25
hard,hands,1.0,1.25,0.25
potatoes,tomatoes,2.0,1.0,0.25
tomatoes,(to)matoes,2.0,1.25,0.25
pace,page,1.0,1.0,0.25
pate,page,1.0,1.0,0.25
sage,page,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
jute,just>,1.0,1.25,0.25
tomatoes,(to)matoes,2.0,1.25,0.25
cod,cow,1.0,1.0,0.25
desserts,sweet,2.0,0.625,0.25
feet,sweet,1.0,1.25,0.25
rye,yes,1.0,1.0,0.25
tart,part,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
roe,nose,1.0,1.333,0.25
rye,yes,1.0,1.0,0.25
root,room,1.0,1.0,0.25
roe,nose,1.0,1.333,0.25
mace,face,1.0,1.0,0.25
pace,face,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
mace,face,1.0,1.0,0.25
pace,face,1.0,1.0,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
roe,nose,1.0,1.333,0.25
dressing,crying,2.0,0.75,0.25
roe,nose,1.0,1.333,0.25
mace,face,1.0,1.0,0.25
pace,face,1.0,1.0,0.25
shad,hands,1.0,1.25,0.25
hard,hands,1.0,1.25,0.25
mush,huh,1.0,0.75,0.25
scup,yup,1.0,0.75,0.25
soup,yup,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
cusk,cups,1.0,1.0,0.25
soup,cups,1.0,1.0,0.25
cusk,cups,1.0,1.0,0.25
soup,cups,1.0,1.0,0.25
oats,pat,1.0,0.75,0.25
spot,pat,1.0,0.75,0.25
oat,pat,1.0,1.0,0.25
fat,pat,1.0,1.0,0.25
scup,yup,1.0,0.75,0.25
soup,yup,1.0,0.75,0.25
dip,dish,1.0,1.333,0.25
fish,dish,1.0,1.0,0.25
baby,baby>,1.0,1.25,0.25
gums,guys,1.0,1.0,0.25
spot,hot,1.0,0.75,0.25
pork,fork,1.0,1.0,0.25
pork,fork,1.0,1.0,0.25
gums,guess,1.0,1.25,0.25
spot,hot,1.0,0.75,0.25
cod,cob,1.0,1.0,0.25
cod,cob,1.0,1.0,0.25
gums,bum,1.0,0.75,0.25
bear,year,1.0,1.0,0.25
bear,year,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
cod,cob,1.0,1.0,0.25
meat,<eat,1.0,1.0,0.25
teff,stuff,1.0,1.25,0.25
meat,<eat,1.0,1.0,0.25
scup,yup,1.0,0.75,0.25
soup,yup,1.0,0.75,0.25
cod,cob,1.0,1.0,0.25
radishes,radio,2.0,0.625,0.25
radishes,radio,2.0,0.625,0.25
dip,dish,1.0,1.333,0.25
fish,dish,1.0,1.0,0.25
radishes,radio,2.0,0.625,0.25
scup,yup,1.0,0.75,0.25
soup,yup,1.0,0.75,0.25
scup,yup,1.0,0.75,0.25
soup,yup,1.0,0.75,0.25
bear,year,1.0,1.0,0.25
gums,guys,1.0,1.0,0.25
cod,cob,1.0,1.0,0.25
gums,guys,1.0,1.0,0.25
rice,ice,1.0,0.75,0.25
stew,ten,1.0,0.75,0.25
tea,ten,1.0,1.0,0.25
meat,<eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
pork,fork,1.0,1.0,0.25
pork,fork,1.0,1.0,0.25
malt,salt,1.0,1.0,0.25
malt,salt,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
roasting,eating,2.0,0.75,0.25
potato bread,potato salad,3.0,1.0,0.25
potato bread,potato salad,3.0,1.0,0.25
nuts,shut,1.0,1.0,0.25
root,room,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
gums,guys,1.0,1.0,0.25
owl,ow,1.0,0.667,0.25
pate,plate,1.0,1.25,0.25
spot,lot,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
whey,hey,1.0,0.75,0.25
eel,see>,1.0,1.333,0.25
kelp,help,1.0,1.0,0.25
tomatoes,potatoes,2.0,1.0,0.25
red potatoes,(.) potatoes,3.0,1.0,0.25
raw potatoes,(.) potatoes,3.0,1.0,0.25
tomatoes,potatoes,2.0,1.0,0.25
bass,bus,1.0,0.75,0.25
fan,van,1.0,1.0,0.25
fan,van,1.0,1.0,0.25
fan,van,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
tomatoes,potatoes,2.0,1.0,0.25
shad,dad,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
rice,ice,1.0,0.75,0.25
rice,ice,1.0,0.75,0.25
mush,huh,1.0,0.75,0.25
oats,fast,1.0,1.0,0.25
oat,fast,1.0,1.333,0.25
fan,fast,1.0,1.333,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
veal,meal,1.0,1.0,0.25
meat,meal,1.0,1.0,0.25
seal,meal,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
rice,spice,1.0,1.25,0.25
pace,spice,1.0,1.25,0.25
shad,ham,1.0,0.75,0.25
yam,ham,1.0,1.0,0.25
jams,ham,1.0,0.75,0.25
scrapple,apple,2.0,0.625,0.25
pike,spice,1.0,1.25,0.25
figs,fix,1.0,0.75,0.25
fish,fix,1.0,0.75,0.25
oats,mat,1.0,0.75,0.25
malt,mat,1.0,0.75,0.25
oat,mat,1.0,1.0,0.25
masa,mat,1.0,0.75,0.25
fat,mat,1.0,1.0,0.25
bear,years,1.0,1.25,0.25
bear,year,1.0,1.0,0.25
bear,year,1.0,1.0,0.25
pork,work,1.0,1.0,0.25
eel,see,1.0,1.0,0.25
cake,cause,1.0,1.25,0.25
oats,mat,1.0,0.75,0.25
malt,mat,1.0,0.75,0.25
oat,mat,1.0,1.0,0.25
masa,mat,1.0,0.75,0.25
fat,mat,1.0,1.0,0.25
mace,face,1.0,1.0,0.25
pace,face,1.0,1.0,0.25
tomatoes,potatoes,2.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
tomatoes,potatoes,2.0,1.0,0.25
tomatoes,potatoes,2.0,1.0,0.25
tomatoes,potatoes,2.0,1.0,0.25
tomatoes,potatoes,2.0,1.0,0.25
tomatoes,potatoes,2.0,1.0,0.25
potatoes,(po)tatoes,2.0,1.25,0.25
yolk,folks,1.0,1.25,0.25
feet,feed,1.0,1.0,0.25
dip,lips,1.0,1.333,0.25
spot,lot,1.0,0.75,0.25
pork,work,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
teff,stuff,1.0,1.25,0.25
soft,of],1.0,0.75,0.25
cake,shake,1.0,1.25,0.25
tart,part,1.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats cereals,bran cereal,3.0,0.917,0.25
soft,oats,1.0,1.0,0.25
fat,oats,1.0,1.333,0.25
goat,oats,1.0,1.0,0.25
oats,<oats,1.0,1.25,0.25
soft,oats,1.0,1.0,0.25
fat,oats,1.0,1.333,0.25
goat,<oats,1.0,1.25,0.25
goat,oats,1.0,1.0,0.25
nuts,<nut,1.0,1.0,0.25
masa,man,1.0,0.75,0.25
fan,man,1.0,1.0,0.25
feet chicken,fried chicken,3.0,1.083,0.25
mace,face,1.0,1.0,0.25
pace,face,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
mush,huh,1.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
oats,cat,1.0,0.75,0.25
oat,cat,1.0,1.0,0.25
fat,cat,1.0,1.0,0.25
oats,cat,1.0,0.75,0.25
oat,cat,1.0,1.0,0.25
fat,cat,1.0,1.0,0.25
oats,cat,1.0,0.75,0.25
oat,cat,1.0,1.0,0.25
fat,cat,1.0,1.0,0.25
oats,cat,1.0,0.75,0.25
oat,cat,1.0,1.0,0.25
fat,cat,1.0,1.0,0.25
cake,case,1.0,1.0,0.25
collards,dollars,2.0,0.875,0.25
eel,e@l,1.0,1.0,0.25
seal,e@l,1.0,0.75,0.25
eel,e@l,1.0,1.0,0.25
seal,e@l,1.0,0.75,0.25
teff,stuff,1.0,1.25,0.25
bear,years,1.0,1.25,0.25
mush,huh,1.0,0.75,0.25
pate,state,1.0,1.25,0.25
mush,huh,1.0,0.75,0.25
pork,work,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
shad,hands,1.0,1.25,0.25
hard,hands,1.0,1.25,0.25
shad,hands,1.0,1.25,0.25
hard,hands,1.0,1.25,0.25
masa,man,1.0,0.75,0.25
fan,man,1.0,1.0,0.25
pork,work,1.0,1.0,0.25
red potatoes,good potatoes,3.0,1.083,0.25
tomatoes,potatoes,2.0,1.0,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
tomatoes,potatoes,2.0,1.0,0.25
radishes,ladies,2.0,0.75,0.25
poi,spot,1.0,1.333,0.25
rye,yes,1.0,1.0,0.25
salt cereals,new cereal,3.0,0.833,0.25
oats cereals,new cereal,3.0,0.833,0.25
rye,yes,1.0,1.0,0.25
strawberries,strawberry,3.0,0.833,0.25
chicken soup,chicken look,3.0,1.0,0.25
sage,ashes,1.0,1.25,0.25
sage,ashes,1.0,1.25,0.25
pate,plate,1.0,1.25,0.25
cusk,cup,1.0,0.75,0.25
soup,cup,1.0,0.75,0.25
scup,cup>,1.0,1.0,0.25
pork,work,1.0,1.0,0.25
collards,dollars,2.0,0.875,0.25
sage,saves,1.0,1.25,0.25
rice,nice,1.0,1.0,0.25
pate,taste,1.0,1.25,0.25
rye,yes,1.0,1.0,0.25
spot,lot,1.0,0.75,0.25
teff,stuff,1.0,1.25,0.25
oats,seats,1.0,1.25,0.25
meat,seats,1.0,1.25,0.25
seal,seats,1.0,1.25,0.25
lard,land,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
tart,part,1.0,1.0,0.25
mush,mushy,1.0,1.25,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
bear,year,1.0,1.0,0.25
oats,fast,1.0,1.0,0.25
oat,fast,1.0,1.333,0.25
fan,fast,1.0,1.333,0.25
roasting,eating,2.0,0.75,0.25
rye,yes,1.0,1.0,0.25
lard,land,1.0,1.0,0.25
roe,nose,1.0,1.333,0.25
roasting,eating,2.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
tart,part,1.0,1.0,0.25
eel,see,1.0,1.0,0.25
seal,ear,1.0,0.75,0.25
bear,ear,1.0,0.75,0.25
duck,yuck,1.0,1.0,0.25
roasting,eating,2.0,0.75,0.25
roasting,eating,2.0,0.75,0.25
bear,year,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
gums,guy,1.0,0.75,0.25
pink,pins,1.0,1.0,0.25
pie,pins,1.0,1.333,0.25
pink,pin,1.0,0.75,0.25
masa,man,1.0,0.75,0.25
pie,pin,1.0,1.0,0.25
fan,man,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
scup,cut,1.0,0.75,0.25
cusk,cut,1.0,0.75,0.25
nuts,cut,1.0,0.75,0.25
gums,guy,1.0,0.75,0.25
pink,pin,1.0,0.75,0.25
pie,pin,1.0,1.0,0.25
pink,pin,1.0,0.75,0.25
masa,man,1.0,0.75,0.25
pie,pin,1.0,1.0,0.25
fan,man,1.0,1.0,0.25
teff,stuff,1.0,1.25,0.25
gums,guy,1.0,0.75,0.25
pink,pin,1.0,0.75,0.25
pie,pin,1.0,1.0,0.25
gums,guy,1.0,0.75,0.25
pink,pin,1.0,0.75,0.25
pie,pin,1.0,1.0,0.25
tart,part,1.0,1.0,0.25
spot,lot,1.0,0.75,0.25
shad,hands,1.0,1.25,0.25
hard,hands,1.0,1.25,0.25
shad,hand,1.0,1.0,0.25
hard,hand,1.0,1.0,0.25
fat,fan,1.0,1.0,0.25
flan,fan,1.0,0.75,0.25
cod,cold,1.0,1.333,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
masa,man,1.0,0.75,0.25
fan,man,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
root,shoot,1.0,1.25,0.25
masa,man,1.0,0.75,0.25
fan,man,1.0,1.0,0.25
masa,man,1.0,0.75,0.25
fan,man,1.0,1.0,0.25
masa,man,1.0,0.75,0.25
fan,man,1.0,1.0,0.25
fan,fun,1.0,1.0,0.25
root,room,1.0,1.0,0.25
dove,love,1.0,1.0,0.25
dove,love,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
dove,love,1.0,1.0,0.25
dove,love,1.0,1.0,0.25
dove,love,1.0,1.0,0.25
dove,love,1.0,1.0,0.25
dove,love,1.0,1.0,0.25
dove,love,1.0,1.0,0.25
tart,part,1.0,1.0,0.25
tart,part,1.0,1.0,0.25
tart,part,1.0,1.0,0.25
dove,love,1.0,1.0,0.25
root,room,1.0,1.0,0.25
fat,fan,1.0,1.0,0.25
flan,fan,1.0,0.75,0.25
fat,fan,1.0,1.0,0.25
flan,fan,1.0,0.75,0.25
fat,fan,1.0,1.0,0.25
flan,fan,1.0,0.75,0.25
rye,yes,1.0,1.0,0.25
c snacks,<back,2.0,0.625,0.25
fat,fan,1.0,1.0,0.25
flan,fan,1.0,0.75,0.25
molasses,smoke,2.0,0.625,0.25
fat,fan,1.0,1.0,0.25
flan,fan,1.0,0.75,0.25
oats,seat,1.0,1.0,0.25
oat,seat,1.0,1.333,0.25
meat,seat,1.0,1.0,0.25
seal,seat,1.0,1.0,0.25
fat,seat,1.0,1.333,0.25
oats,seat,1.0,1.0,0.25
oats,seat,1.0,1.0,0.25
oat,seat,1.0,1.333,0.25
oat,seat,1.0,1.333,0.25
meat,seat,1.0,1.0,0.25
meat,seat,1.0,1.0,0.25
seal,seat,1.0,1.0,0.25
seal,seat,1.0,1.0,0.25
fat,seat,1.0,1.333,0.25
fat,seat,1.0,1.333,0.25
whey,hey,1.0,0.75,0.25
shad,hand,1.0,1.0,0.25
shad,hands,1.0,1.25,0.25
hard,hand,1.0,1.0,0.25
hard,hands,1.0,1.25,0.25
rye,eyes,1.0,1.333,0.25
pate,rates,1.0,1.25,0.25
eggs,<eggs,1.0,1.25,0.25
cake,cake>,1.0,1.25,0.25
pate,rate,1.0,1.0,0.25
pate,rate,1.0,1.0,0.25
pate,rate,1.0,1.0,0.25
pate,rate,1.0,1.0,0.25
spot,lot,1.0,0.75,0.25
oats,eat,1.0,0.75,0.25
oat,eat,1.0,1.0,0.25
meat,eat,1.0,0.75,0.25
seal,eat,1.0,0.75,0.25
fat,eat,1.0,1.0,0.25
desserts,sweets,2.0,0.75,0.25
oats,cat,1.0,0.75,0.25
oat,cat,1.0,1.0,0.25
fat,cat,1.0,1.0,0.25
root,foot,1.0,1.0,0.25
desserts,sweets,2.0,0.75,0.25
hard,share,1.0,1.25,0.25
oats,cat,1.0,0.75,0.25
oat,cat,1.0,1.0,0.25
fat,cat,1.0,1.0,0.25
oats,cats,1.0,1.0,0.25
oat,cats,1.0,1.333,0.25
fat,cats,1.0,1.333,0.25
scup,yup,1.0,0.75,0.25
soup,yup,1.0,0.75,0.25
cake,wake,1.0,1.0,0.25
tart,part,1.0,1.0,0.25
jute,just>,1.0,1.25,0.25
gums,guess,1.0,1.25,0.25
root,room,1.0,1.0,0.25
roasting,eating,2.0,0.75,0.25
beef,bee,1.0,0.75,0.25
beer,bee,1.0,0.75,0.25
bear,year,1.0,1.0,0.25
pate,plate,1.0,1.25,0.25
rye,yes,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
rye,yes,1.0,1.0,0.25
whey,hey,1.0,0.75,0.25
croutons,cotton,2.0,0.75,0.25
collards,dollars,2.0,0.875,0.25
collards,dollar,2.0,0.75,0.25
croutons,cotton,2.0,0.75,0.25
collards,dollar,2.0,0.75,0.25
salt,act,1.0,0.75,0.25
croutons,cotton,2.0,0.75,0.25
croutons,cotton,2.0,0.75,0.25
agar,sugar,1.0,1.25,0.25
chinese nuts,chinese boy,3.0,0.917,0.25
chinese nuts,chinese boy,3.0,0.917,0.25
oats,boats,1.0,1.25,0.25
boar,boats,1.0,1.25,0.25
goat,boats,1.0,1.25,0.25
teff,stuff,1.0,1.25,0.25
teff,stuff,1.0,1.25,0.25
shad,hands,1.0,1.25,0.25
hard,hands,1.0,1.25,0.25
gums,guy,1.0,0.75,0.25
root,foot,1.0,1.0,0.25
scrapple,apple,2.0,0.625,0.25
potatoes,tomatoes,2.0,1.0,0.25
red tomatoes,xxx tomatoes,3.0,1.0,0.25
raw tomatoes,xxx tomatoes,3.0,1.0,0.25
tomatoes,potatoes,2.0,1.0,0.25
potatoes,tomatoes,2.0,1.0,0.25
potatoes,tomatoes,2.0,1.0,0.25
gums,guess,1.0,1.25,0.25
brie,fries,1.0,1.25,0.25
glazed doughnuts,like doughnuts,4.0,0.875,0.25
roasting,eating,2.0,0.75,0.25
bear,year,1.0,1.0,0.25
corn,corn>,1.0,1.25,0.25
salt,act,1.0,0.75,0.25
carp,car,1.0,0.75,0.25
rye crackers,fire crackers,3.0,1.083,0.25
cod,god,1.0,1.0,0.25
dock,duck,1.0,1.0,0.25
dressing,driving,2.0,0.875,0.25
gums,guys,1.0,1.0,0.25
shad,hands,1.0,1.25,0.25
rye crackers,fire crackers,3.0,1.083,0.25
hard,hands,1.0,1.25,0.25
pace,place,1.0,1.25,0.25
gums,guys,1.0,1.0,0.25
mace,face,1.0,1.0,0.25
pace,face,1.0,1.0,0.25
desserts,beers>,2.0,0.75,0.25
desserts,beers,2.0,0.625,0.25
desserts,beers,2.0,0.625,0.25
deer,beers,1.0,1.25,0.25
deer,beers,1.0,1.25,0.25
bear,beers,1.0,1.25,0.25
bear,beers,1.0,1.25,0.25
beef,beers,1.0,1.25,0.25
beef,beers,1.0,1.25,0.25
pace,place,1.0,1.25,0.25
mush,huh,1.0,0.75,0.25
scup,cut,1.0,0.75,0.25
cusk,cut,1.0,0.75,0.25
nuts,cut,1.0,0.75,0.25
oats,hat,1.0,0.75,0.25
ham,hat,1.0,1.0,0.25
shad,hat,1.0,0.75,0.25
oat,hat,1.0,1.0,0.25
fat,hat,1.0,1.0,0.25
oats,hats,1.0,1.0,0.25
ham,hats,1.0,1.333,0.25
shad,hats,1.0,1.0,0.25
oat,hats,1.0,1.333,0.25
fat,hats,1.0,1.333,0.25
mush,huh,1.0,0.75,0.25
oats,hat,1.0,0.75,0.25
ham,hat,1.0,1.0,0.25
shad,hat,1.0,0.75,0.25
oat,hat,1.0,1.0,0.25
fat,hat,1.0,1.0,0.25
